paragraph_id,page_number,text,word_count,char_count
196,204,"Warren Huart and Jerry Hammack Using Sends This is caused by the processing time required for digital-to-analogue or analogue-to-digital Theres a slight difference when using hardware conversion and other digital signal processing on auxiliary channel types in your DAW (such as chores. a delay or reverb). In those cases, you send your Another type of latency is when theres a audio track directly to the output that feeds the difference between when a part is performed hardware and use an auxiliary track return by and when it is printed to the track in your DAW. choosing the input that the hardware outputs While this type of latency exists, it occurs over are connected to. such a brief number of milliseconds that it is Once you understand how to access hardware rarely an issue or even noticeable. through your DAW and I/O, the world is your oyster. Let your imagination run wild by The CPU, RAM and Buffer Memory accessing traditional outboard processing units and specialty pieces such as stompboxes and Theres no getting around the fact that one way guitar rack effects. or another, in order to record audio or data, your computer has to perform a lot of calculations on a continuous basis. These calculations Latency require some portion of your CPUs capacity and When recording, especially with plugins, external random-access memory (RAM). Every computer hardware and MIDI-based virtual instruments, application requires some minimum allocation latency can become a huge issue, impacting of RAM to be able to function correctly. musicians performances. The ability to perform operations doesnt mean Latency describes a time delay, usually in tens anything if there isnt any data to perform of milliseconds, between the creation of a sound those operations on. The data sent to the CPU and its playback or recording. Think of striking a is also processed through RAM. Because audio chord on your piano and then a few milliseconds applications draw on a continuous stream of LATENCY IN A COMPUTER AUDIO CHAIN later hearing the notes you struck. What you are data to do their job, a subset of that memory hearing is out of time with what you are playing. is also required to store the data for use. This Soundwave Audio Interface Audio Interface Computer Analogue to digital USB clock (Front) buffer Digital to analogue conversation ASIO driver (Input) buffer conversion ASIO driver (Output) buffer USB clock (Back) buffer Total Latency +16ms +0.5 ms +15 ms +0.5 ms Fig. 6.10 - Latency in a computer audio chain 192",419,2526
197,205,"Home Studio Recording: The Complete Guide subset is known as the buffer memory. their performance out of whack. When latency occurs in the recording of audio or data (printing The stream of data described above is the signal or data later than you intend), it necessary for analogue-to-digital and digital- impacts the timing of the recording. Sometimes to-analogue conversions, allowing you to record youll track what you believe is a perfect part and and play back the music youre making. The then on playback something just seems a little buffer memory stores information ahead of the off. Commonly it wasnt what was performed, but processing to allow an uninterrupted experience instead the effects of latency. in recording and playback. While all this is necessary and positive, the downside is that Its important to correct for latency not only for drawing information from the buffer takes some technical reasons, but also because it doesnt amount of time, and that timehowever short take long for an artist to lose confidence. Latency equals latency. is something they have no control over, but it impacts their performance immensely. Its very Experiencing Latency frustrating to know you are playing or singing something right, but it just doesnt sound or feel One kind of latency most of us in music can right. Thats the sort of aggravation that latency relate to is going to an arena and seeing a introduces and that is why you need to do concert. If you are any distance from the stage everything you can to minimise it. and watching the action with binoculars, youll see the vocalists lips moving a fraction of a Correcting for Latency second out of time with what you are hearing. Thats latency. The speed of light (what you see) How you correct latency depends on the nature is faster than the speed of sound (what you of the issue. hear). In that example, however, all of the sound If your recording latency is always the same is delayed by the same amount. number of milliseconds, you can use the delay With recording latency, a variation in the delay compensation setting in your DAW to correct is experienced between multiple sound sources. for it. Take for example, a latency of 12 ms The two most common manifestations are: (commonly represented in samples based off the session sample rate; so at a 44.1 sample  Sounds that are already tracked arriving rate, 12 ms = 529.2 samples). The value you faster than live sounds you are monitoring as compensate equals the inverse of the latency. In a part of the recording process. the instance where the latency is 12 ms or 529.2  The inversewhere youre monitoring a live samples, you would set the delay compensation signal from the headphone jack on your I/O value for 529.2 or as close as you can and the track you are playing against approximate, thus correcting the latency. requires a trip from the DAW through If you are hearing pops and clicks as you a convertor to the I/O and lastly to the attempt to record, it means your DAW isnt able headphone amplifier. to keep up with all the information it is being MIDI instruments have to travel through the asked to process (the pops and clicks are converter twiceonce sending data into the actually audio representations of missing data), system to be calculated by the instrument plugin and you have to increase the buffer size. and then sending an audio signal from that data The basic way to approach setting your buffer back out on its way to be monitored, sharing the is to set the lowest value possible for recording audio buffer and CPU in the process. and the largest possible for mixing/playback. The impact of monitoring latency is that it can (Typically, a setting you can adjust in samples, interfere with a musicians timing and can throw 193",650,3774
198,206,"Warren Huart and Jerry Hammack your available options are based on your I/Os and 192 kHz. You might logically believe that capability. Common values range from 64 to because a higher rate means more samples per 1,024 samples.) Keep in mind that a smaller second, and more samples should translate to buffer size means the strain on the CPUs cores better sound, that you should use the highest will increase, and you could run into another type rate possible. But thats not practically necessary of processing error. (Are we having fun yet?) for audio recording. If you need to increase the playback buffer A given sample rate will capture frequencies and, by doing so, you introduce latency, at half of its value. That means a sample rate try correcting for the value with your delay of 44.1 Hz will capture frequencies up to 22 kHz. compensation setting. For example, a playback Teenagers with their peak hearing faculties buffer of 512 samples would be offset by a delay can hear tones up to 20 kHzthe best that compensation of 512 samples. human hearing gets. (The audible frequency range naturally declines in adulthood.) This For recording monitoring issues, latency depends means a sample rate of 44.1 kHz will capture any on your I/O. If you are using the most basic of frequency that humans can hear in recorded setupsrecording directly into your computer music. And since every sample is a piece of data, via its microphone jack and monitoring its recordings at 44.1 kHz also use less storage than headphone jacktheres little you can do. higher sample-rate recordings. If you are using an external I/O, the good news is A sample rate of 48 kHz will capture frequencies that zero-latency monitoring (latency under 10 beyond the audible range (24 kHz). In addition, ms) is an increasingly common feature. Rather the rate is standard for use in broadcast than monitoring audio from your DAW, the television because it synchronises smoothly with hardware handles the associated processing. video signals. Theres no perfect solution for latency Note that increasing the sample rate decreases compensation. Different DAWs offer individual the amount of processing your DAW can do with levels of control. Youll likely have to play with the the computer power you have. parameters to understand what works best for you in any given situation. Its important for you Bit depth means the number of bits (zeros and to practise and learn how to deal with latency ones) of information in every single sample. in your DAW related to both live recording and The greater the number of bits in a sample, the the recording of MIDI instruments so you have greater the available dynamic range (the range solutions when, inevitably, this issue comes up in between the quietest audible sound and the a session. loudest). The bit depths you will use for your sessions Understanding Sample Rates will vary from the recording stage to the and Bit Depth mixing output stage. You can typically choose between 16-bit, 24-bit and 32-bit floating-point When you create a digital recording, the first resolutions. Commonly, youll want to record at decision you are faced with is the sessions 24-bit to have a high dynamic resolution along sample rate and bit depth. Together, they control with a reasonable file size. As with the sample the sessions baseline audio quality. rate, larger bit depth values mean larger files. The sample rate refers to the number of samples When it comes time for your output, 16-bit per second in a piece of audio. The rate is resolutions are the standard for audio CDs, measured in kilohertz (kHz). Your DAW (based while most online services prefer 24-bit. You can on the capabilities of your I/O) will allow you to down-sample your output from 24-bit to 16-bit record audio at sample rates between 44.1 kHz 194",642,3820
199,207,"Home Studio Recording: The Complete Guide (though up-sampling audio from 16-bit to 24-bit is useless from a quality standpoint). AT A G L A N C E SAMPLE RATES AND BIT DEPTH Sample rate and bit depth define the audio quality of your session BIT DEPTH SAMPLE RATE The number of bits The number of samples per (zeros and ones  0, 1) of second in a piece of audio. information in every sample. 44.1kHz Sample rate 16-bit/ Waveform sample points Digital audio samples 44.41kHZ 24-bit/ Elapsed Time 48kHZ 48kHz Sample rate 32-bit/ 196kHZ Higher bit depths decrease the overall noise floor 192kHz Sample rate Higher rates = better sound? A sample rate of 44,1kHz will capture any frequency that humans can hear in recorded music. 16-bit standard audio CD 24-bit most online services 16-bit resolutions are the standard for audio CDs, while most online services prefer 24-bit. PRO TIP: Record at 24-bit/48kHz for high dynamic resolution along with a reasonable file size. Higher sample rates in audio are like higher It is also standard for use in broadcast 'frames per second' in video - closer intervals television, as it synchronizes smoothly between taking 'pictures' of the sound. with video signals. 195",201,1201
200,208,"Warren Huart and Jerry Hammack based on the differences in timing between when sound arrives at the left and right ears, as Tracking Instruments and well as on the frequency and amplitude of the Vocals sound. (Brighter, louder sounds are perceived as closer, while quieter, more muted sounds Everything we have shared up to this point has are considered distant.) If too many sounds are hopefully prepared you and your home studio coming from all around, all the time, you lose one for recording. The goal of all this information of the clues your brain uses to distinguish what and these recommendations is to set you up to you are hearing. create great-sounding songs. You have the option of recording your work in Even with the best setup, gear, understanding mono or in stereo. A stereo audio track can and intention, getting great sounds doesnt capture either directional or nondirectional happen on its own. When a signal hits your DAW, material, based on how you record it. An you want that signal to be the best possible orchestra recorded with a stereo pair is highly representation of your artists vision. That applies directionalyou hear the first violins traditionally to every signal, every time you hit the record to the left and double basses to the right. But a button. stereo synth may just sound, for lack of a better In the upcoming chapter, we will walk you term, wide. through the core considerations, challenges and If all you are getting is width, recording and strategies for each type of performance youll playing back everything in stereo isnt much of encounter. Well provide a frequency guide to an improvement over recording and playing help you with your microphone choices, suggest back everything in mono, where your only appropriate microphones for the job, discuss reference is distance and not direction. their application and placement and cover signal chain inserts, recording techniques and Painting, photography and film are really useful tips and tricks to get the best sound possible. metaphors for understanding recording. These are arts where perspective is intentionally Pro engineers will always work hard to get the created and different planes of perception sound correct at the source because it makes are explored. In the representative forms of every step that follows easier and provides the these arts, you recognise a foreground, middle best opportunity for a great end result. ground and background. There is a perspective that resolves in one or many vanishing points. Recording in Stereo and Mono Light and dark values communicate the proximity of objects to you. The artist provides Your DAW probably has more audio tracks you with numerous clues for what you are available than youll ever use. Endless tracks? The seeing or purposely obscures the image. In the thought might occur to you, Hmmm, an endless nonrepresentative, abstract art forms, there number of tracks... If mono is good, stereo must is no image, simply colour, light and texture be better. Ive got the tracksIm recording unbounded by any representational rules. everything in stereo! You can think of recording the majority of While certain genres of music lend themselves to musical styles as representational (pop, rock, vast atmospherics, such as trance and ambient, jazz, classical and so on) and the balance practically speaking too many stereo tracks of obscure genres as nonrepresentational can lead to a confusion of frequencies, phase (ambient as a prime example of this). Circling cancellation and some dreadful sounds. back to the topic of recording in stereo or mono, The human brain identifies a sounds location with the traditional styles, while you may have 196",604,3700
201,209,"Home Studio Recording: The Complete Guide some overall background elements that set the doesnt. For example, while the vast majority of scene and make sense in stereo, such as synth producers and engineers would by default go pads, they will be balanced by elements that for a large-diaphragm condenser microphone have more specific places in the scene, such for vocals, dont tell that to Daniel Lanois or Brian as guitars, vocals and percussion, even if those Eno. They recorded Bonos vocals for U2s The elements come in and out of focus across the Joshua Tree with a Shure SM 58. Peter Gabriel duration of the piece. used the same microphone for his vocals on Security. Could anyone tell? No. Did the vocals With genres like ambient, getting lost and trying sound great? Yes. And thats all that matters. to find your way is part of the experience. The style is an excellent example of how, if properly In situations where there are many people managed, layers of stereo sources can work in playing together, such as horn sections, dynamic harmony with each other to great effect. microphones with cardioid or supercardioid patterns will be your best choice. They can handle the sound-pressure levels and provide Microphone Basics enough frequency range to sound great in the As a home studio engineer, you typically will mix. A beautiful, sensitive large-diaphragm be working with a limited number of mics. This condenser in that scenario will capture far too isnt that big of a deal as long as you learn the much secondary signal, noise and additional characteristics and applications of the different harmonics, ultimately making the mix microphones available to you and make careful challenging. choices as you build out your mic locker. Earlier In keeping with every rule having an exception, we covered the different types of microphones however, you can sometimes get away with in detail and their broad-based applications. In nontraditional choices if youre working with pro the sections to follow, well go deeper into putting musicians who understand how to use different those microphones to work in a recording types of microphones without damaging them. session, covering everything from choosing the right type to issues youll encounter, such as Phase Issues phase, proximity effect and leakage, to basic placement options. Later, on an instrument-by- Phase is another one of those audio concepts instrument basis, well also give you suggestions that can be confusing to understand. The word for how to approach your miking based on the itself describes the specific location of a point best practices of top pro engineers. within the wave cycle of a repeating waveform. Selecting the right type of microphone for any When thinking about phase in relation to given recording situation often simply involves recording, the phase of an individual signal is common sense. For instance, if a source delivers less important than the phase of one signal in a lot of sound pressure, you wont want to put relation to another. Differences in the phase a fragile ribbon microphone on it. If you need between two signals can cause all kinds of an articulated high end, you dont want to use trouble if the differences arent intentional (see a dynamic mic that rolls off at those critical Fig. 6.11). frequencies. Sound waves cycle at a specific rate per second In most cases, at least as you are starting out, designated by the waves frequency, which is youll want to experiment with the different referred to in hertz. Hertz is defined as one cycle microphones available to you to understand per second, with a complete cycle consisting which sound best to you in any application. As of a peak and a trough equal in amplitude. A with most aspects of recording, theres no right frequency of 500 Hz describes a sound wave answer, only what sounds good to you and what 197",648,3872
202,210,"PHASE CANCELATION Warren Huart and Jerry Hammack In phase Out of phase Completely out of phase Fig. 6.11 - Phase cancellation completing 500 cycles per second. multiple mics carefully together and separately when getting sounds is another practical way to If one of two sound waves of the same frequency avoid issues. is shifted by half a cycle relative to the other, the sound waves are said to be out of phase or For spaced mics, placing them equidistant from phase shifted. Two waves that are exactly out of the source will ensure that the direct sound is phase cancel each other when added together, captured without a delay between multiple mics. resulting in silence. Another situation that can introduce phase Phase cancellation can be an issue during both issues is when microphones are placed too close the tracking and the mixing processes. Being to walls. With this placement, there is potential familiar with phase issues allows you to take for the mic to pick up reflections that are not precautions to avoid frequency loss due to out- in phase with the direct sound entering the of-phase signals. transducer. Phase is introduced in recording when multiple If you intend to distant-mike a sound source microphones are used on a single sound with multiple microphones, applying whats source. If the mic capsules are not aligned, one known as the 3:1 rule will reduce phase will receive the sound slightly later than the cancellation and interference. DPA Microphones other, causing the signal to be out of phase. succinctly summarises this rule: The source-to- Repositioning microphones will eliminate phase microphone distance of numerous microphones issues, or in the case where the microphones are should be three times the distance between the exactly out of phase, you can engage a polarity sound source and the nearest microphone. For reversal switch on a channel strip or preamp to example, if the first microphone is one foot away flip the signals cycle and bring it back in phase. from the sound source, the second should be placed a minimum of 3 feet away from the first To avoid phase problems on a multi-miked mic, with its capsule on the same plane. (See Fig. single instrument or cabinet, you need to align 6.12) the microphones capsules such that they receive sound at the same time. Listening to Take the real-world example of recording 198",397,2368
203,211,"THE 3:1 RULE Home Studio Recording: The Complete Guide frequencies are attenuated (out of Acoustic guitar phase) and others are reinforced (in phase), creating a waveform that resembles the teeth of a comb. As out-of-phase reflected signals combine with in-phase direct signals, frequencies are lost. You can avoid comb-filter effects X during recording in one of two 3X ways. The techniques are to make the time difference between the direct sound and its first reflections as short (1) or as long (2) as SM57 possible. You can accomplish this by SM57 acoustically dampening walls or surfaces close to the microphones placement or by altering the Fig. 6.12 - The 3:1 rule microphones position so that as something like a choir. Using the 3:1 rule and few reflections as possible are a three-mic setup, youd place the first mic in retuned within the comb filtertriggering time the centre of the group, 1 metre (3 feet) away. range of 10 to 15 ms. An audio source less than 3 Measure 3 metres (9 feet) from either side of metres (or 9 feet) or greater than 5 metres (or 15 that centre microphone and place the two feet) from the reflecting surface will accomplish other mics, taking care that the capsules are this. all aligned. This approach would give you the Microphone shields (small, portable screens best, most accurate representation of the sound made of acoustic dampening material and source while avoiding any phase issues. placed behind a microphone) are sometimes COMB FILTERING PHASE CANCELATION suggested as a solution to comb filtering, the Comb Filtering Comb filtering is a phase cancellation related frequency response that is the result of reflected sounds being added back to a direct sound. The time delay between the direct and reflected sounds means that specific Fig. 6.13 - Comb filtering phase cancellation 199",305,1835
204,212,"Warren Huart and Jerry Hammack thought being that they will inhibit the kind of microphones that use humbucking coils are reflectivity that results in comb filtering. However, typically less noisy because humbuckers are tests conducted at the Acoustics Laboratories designed to reject noise and interference at the University of Salford demonstrated that through phase cancellation. the absorbent material used in the majority of Vibration Noise screens was itself reflective enough to generate Microphones capture sound through a a comb-filter effect and therefore was not an membrane that vibrates, and its not only sound ideal solution. pressure that can cause that vibration. When a microphone experiences vibrations other than Noise Issues those caused by sound pressure, they manifest Microphones are designed to pick up sound. The in the form of a low-frequency rumble. These majority of the sounds they pick up are under vibrations are commonly transferred though your control as an engineer, while other sounds a poorly secured microphone stand or mount. are generated by the microphones themselves. The best way to protect against these transfer vibrations is to make sure all the adjustment Self-Noise points on your stand are tightened from the Condensers and other active microphones base to the mic clip and that the stand itself is generate self-noise, or an equivalent noise level. not placed on a surface that transfers vibrations, This noise is the signal the microphone produces such as a platform or table. For super-sensitive of itself, even when no other sound source is large-diaphragm microphones, a proper shock present. For those manufacturers that specify it, it mount or microphone basket will minimise is described in dB-A scale (decibel A-weighting). transfer vibrations. A-weighting is a method of measurement meant to simulate human auditory perception. Leakage and Gobos Microphones can capture sounds you never Measurements below 10 dB-A represent virtually intended if you dont carefully place and position zero noise and are found only on modern, high- them. Understanding the use of response end condenser microphones. Measurements of patterns is critical for getting the sound you want 11 to 15 dB-A may be barely perceptible, though and little if any of the sound you dont. not to the degree that you would notice in a mix. These values are found on the best small- In the early years of the Beatles recording at diaphragm condenser mics, as well as modern, EMI Studios, they didnt have headphones for large-diaphragm tube condensers. playback. Instead, they had monitor speakers on the studio floor that played into the room when Microphones that rate between 16 and 19 dB-A overdubbing. The most famous of these was are still fine because the noise is barely on the called the White Elephantit was a large, white fringe of the audible range. Once you reach 20 speaker cabinet that contained a power amp to 23 dB-A, however, the noise level is audible, along with a 15 Wharfedale speaker. To record and youll have to take care when using such a vocals, EMI engineers placed the vocalist in front microphone for more delicate source material. of the speaker with the microphones rejection Any mic rating above 24 dB-A should not be node facing the speaker. used for professional recording. This approach is still the primary way to ensure The noise performance of dynamic mics is the sounds you want are getting into the mic and mainly dependent on the preamplifier they the sounds you dont arent. Most microphone are used with. They do, however, draw noise manufacturers provide specific response and through their magnets and coils, such as rejection pattern information for their models, electromagnetic interference (EMI). Dynamic but the diagrams above can act as dependable 200",612,3822
205,213,"MICROPHONE MAXIMUM REJECTION NODES Home Studio Recording: The Complete Guide 0 0 0 -80 80 -80 80 -80 80 -95 95 -95 95 -95 95 -100 100 -100 100 -100 100 -125 125 -125 125 -125 125 180 180 180 Cardioid Supercardioid Hypercardioid Fig. 6.14  Microphone maximum rejection nodes overall guidelines. If you remember to point the When it comes to microphone placement, a microphone to what you want to hear and keep range of overall approaches as well as specific things you dont within its rejection node, youll techniques are traditionally used in the studio. be well on your way to capturing sources without They are used simply because they have been unwanted noise. proven effective over time. This doesnt mean you cant get inventive with your microphone Gobos, more formally known as acoustic placements but having these fundamentals in isolation panels, are another tool for keeping your back pocket will serve your recordings the unwanted sounds from your microphones. The majority of the time. In upcoming sections, well colloquial term is thought to be a slang hybrid of discuss specific miking techniques for the sound go between, as the movable panels are placed sources youll encounter. All of them fall under a between musicians or gear, such as amplifiers handful of broad categories. and drum sets on the studio floor. Gobos are made of sound-absorbing materials Close-Miking and come in all shapes and sizes. There are Close-miking is just what the name implies: numeroCuLs ODIYS eExa/mDpIlSesT aAndN pTla/nAs MonlBineIE toN suTit MIC'ING DISTANCES placing the microphone tight to the sound almost any budget. They are a tested method of source, typically anywhere from less than 0.3 acoustic isolation for recording. to 1 metre (around 1 foot to 3 feet) away. This technique can produce a couple of effects Microphone Placement based on the type of source you are recording. Distance from sound source 1M (3') 3M (10') CLOSE DISTANT AMBIENT U47 Fig. 6.15  Close, distant, and ambient miking distances 201",332,2015
206,214,"Warren Huart and Jerry Hammack For vocals, a close placement can create a sense werent recorded with a live backing track of intimacy, as if someone is whispering in your can help those parts sit well in the recording. ear. For amplified instruments, the technique In this application, replicating the placement delivers a tight, punchy sound. For acoustic of the original room mic will help to minimise instruments, the lack of natural reverberation phase issues. In the mix, blending all room time helps create a dry, controlled tone. mics together and balancing them can bring cohesion to the sound. Close-miking is appropriate when you are seeking to capture detail and control ambience The key to using distant/room mics is to be or leakage or when you cant take a direct signal sure they serve a purpose, enhance the sound from the instrument you are recording. and do not introduce phase conflict with other microphones. Some of the challenges that come with close- miking include the proximity effect (an increase Ambient Miking in low-frequency response as you move a microphone closer to a sound source), the Ambient miking refers to microphones placed potential for electrical-field interference from more than 3.5 metres (10 feet) away from the instruments or amplifiers, and microphone sound source. The purpose of recording ambient vibration caused by the performers movements signals is to capture the natural reflectivity of the (including the occasional bump of the mic itself). overall room you are tracking in. You can also use ambient microphones to capture audience Distant/Room/Accent Miking reactions to live performances. Distant-miking, or room miking, can be the Ambient miking techniques arent limited to secret sauce in a recording if used properly. accurately capturing the room youre working It can provide a natural glue and ambience. in. If your room is carpeted and dull, using Distant-miking refers to those microphones an ambient placement in conjunction with placed between 1 and 3 metres (between 3 a reflective surface can give you a brighter and 10 feet) from the sound source. These option when it comes to the mix. Aiming the microphones are intended to capture the microphone off a board, tile or mirror will fullness of an instrument or amplifier within a immediately colour the reflection of the source room, as opposed to capturing the room itself audio. Conversely, you can create an ambient (see the following section on ambient miking). signal that dulls the original tone in an overly bright room by capturing the reflectivity of a Room mics are seldom the primary microphones carpet or other absorptive surface. for a recorded source, though depending on the source and intent, they can be. An example of Sometimes the primary signal as heard in this would be an acoustic ensemble such as an another room is interesting, such as a drum kit orchestral section or even a choir. leaking through the ventilation system, through an open door or from behind a closed door. The As a secondary or accent microphone, a best way to know is to put a mic up and see if room mic is placed in relation to a group of you like it. instruments and performers. When using a room mic, check for any phase-cancellation issues Stereo Miking Techniques that might occur in conjunction with the primary microphone. Using the 3:1 rule for room mic The following stereo miking techniques require placements will help with this particular concern. closely matched pairs of microphones. At a minimum, this means the same make and Theres no need to use a room mic on everything, model, though high-end mic manufacturers though using room mics for elements that 202",608,3686
207,215,"SPACED PAIR (A/B PAIR) Home Studio Recording: The Complete Guide Fig. 6.16  A/B pair also sell true matched pairs of mics that are The spaced-pair technique uses two near technical duplicates of each other when microphones spaced between 1 and 3.5 metres objectively measured. (3 to 10 feet) apart to capture a wide stereo signal. When using a spaced pair, you need to be The only instance where this matched pair aware of phase issues because mic placement requirement isnt the case is with the mid-side can lead to signals arriving at each mic at technique noted below, which can use two different times. To combat this issue, you can different microphones (though their frequency- use the 3:1 rule. Also note that widely spaced response curves should be closely matched). pairs can lead to the impression of a hole in the Using different microphones with different middle of the stereo image. frequency-response curves will result in a stereo image that fluctuates based on the frequencies You can use more than two microphones, even being received. with different polar patterns, in a spaced array, and they will remain phase coherent as long as Spaced arrays (as opposed to pairs) can have you apply the 3:1 rule. a range of polar patterns. The stereo image they create is based on receiving audio signals You can also isolate a pair of microphones from different locations at different times. with an absorbent baffle, allowing them to be Microphones used in arrays should still share placed closer together. A Jecklin disc or modified the saXm-eY f reSqTuEenRcyE-Ores pPoAnsIeR characteristics, Schneider disc separates the A/B microphones, however, to avoid fluctuations in the stereo giving them a distinct reception pattern while image. minimising phase issues. Spaced Pairs and Arrays (A/B Pair) X-Y Stereo Pair 90 90 Fig. 6.17  X/Y pair 203",304,1852
208,216,"BLUMLEIN PAIR Warren Huart and Jerry Hammack The X-Y coincident technique consists of two identical cardioid microphones, placed one on top of another and facing away from each other at a 90-degree Left Right angle. This approach minimises phase cancellation because the sound arrives at each capsule at the same time. While this setup doesnt provide a wide stereo image, it does capture the stereo space easily and accurately. Blumlein Pair Alan Blumlein was an engineer at EMI Studios in the 1930s, and is credited for the invention of Fig. 6.18  Blumlein pair stereo recording. The Blumlein coincident pair is a popular Mid-Side technique for recording sound sources in stereo. Mid-side coincident miking allows you to record The technique is accomplished by using two a stereo image that is mono compatible. It gives figure-eight pattern mics with their capsules you more control over the stereo width than angled at 90 degrees to each other, mounted any other stereo recording techniques, with the in close proximity along the vertical axis. The opportunity to adjust the width of the stereo field figure-eight polar pattern offers complete off- during the mixing stage. MID-SIDE axis rejection, so the mics pick up an almost The mid-side technique uses two microphones completely isolated stereo field. that are vertically aligned at the capsule. One S- M S+ Fig. 6.19  mid-side pair 204",225,1393
209,217,"OTRF STEREO (SIDE-OTHER-SIDE) Home Studio Recording: The Complete Guide microphone is set to a cardioid pattern and the other to a figure Left 17 CM Right eight. The cardioid (mid) mic is directed at the sound source. 110 The figure-eight (side) mic is directed at a right angle to the sound source, with the front side traditionally pointed to the left. To bring this pattern to life, youll need to do some work in your DAW. There are mid-side Fig. 6.20  ORTF stereo decoder plugins available to leave only the mid signal (mono) to be heard. help, like the free Voxengo MSED, but if you are doing it manually, youll need to take a handful of steps. ORTF Stereo (Side-Other-Side) The initial audio youll have recorded will use only two tracks. To bring the mid-side to life youll This near-coincident technique was developed need to duplicate the side mics track and then by the Office de Radiodiffusion Télévision reverse the polarity of the duplicated track. Now Française (ORTF) of Radio France. The ORTF you have three tracksone mid and two sides. stereo technique employs aspects of both coincident and spaced arrays. This is a very By reversing the polarity on one side, you are re- precise method, typically using matched creating what the physical microphone heard. small-diaphragm cardioid condenser mics The front of the side mic was facing left, so sound that are angled at 55 degrees to either side of caused a positive polarity. The right channel of a centre line and spaced with their capsules the side mic caused a negative polarity. 17 centimetres (6.5 inches) apart. This spacing To balance the three signals, turn up the mid and orientation captures both timing and channel for the main signal and then the side level differences in a performance, resulting channels equally. The volume level of the two in a broad stereo image with good mono side mics will determine the width of the finished compatibility. DIN STEREO stereo signal. Other Near-Coincident Techniques And heres the great part: the combined signal In addition to the near-coincident techniques in mono will be completely phase coherent. This above, a couple others may be useful for you in is because the two side channels, being exactly specialised situations. opposite in phase, will cancel each other out and 20 CM 90 Fig. 6.21  DIN stereo 205",393,2330
210,218,"NOS STEREO Warren Huart and Jerry Hammack 30 CM 90 Fig. 6.22  NOS stereo  DIN stereo. DIN stereo uses two small- collection of three microphones on suspended diaphragm cardioid condenser mics spaced boom stands that together look something like 20 centimetres (around 8 inches) apart, the branches of tree. angled at 90 degrees. This can be a useful In the original Decca Tree deployment, one mic technique for orchestral ensembles or for faced forward to capture the centre image of the miking grand pianos. sound source, with two other mics placed either  NOS stereo. NOS uses two small-diaphragm side of centre to capture the wide stereophonic cardioid condenser mics spaced 30 image of the orchestra or band. Decca engineers centimetres (around 1 foot) apart, angled used three Neumann M 50 omnidirectional at 90 degrees. Because small-diaphragm microphones in the original trees, set close cardioid condenser mics lose low-frequency together and baffled off from each other. While response at greater distances, you should this is the classic arrangement of the Decca use this technique with care. Tree, there were many variations, and this is just one of at least seven arrangements tried out by Decca Tree Decca over the years. A Decca Tree is a tool for distance miking. It is Ultimately, Decca engineers settled on an namedD afEteCr DCecAc aT SRtuEdEios in London, where approach combining a core tree of three it was first used for orchestral and choral unbaffled microphones combined with left and recordings. A Decca Tree is made up of a right outrigger microphones that captured the 1.5M 2M Fig. 6.23  Decca Tree 206",267,1629
211,219,"Home Studio Recording: The Complete Guide violins and celli with more detail. The type of microphones used varied between Neumann KM 53, KM 56 and M 50 models. Using Equalisation and The standard tree array has two mics about 0.6 Dynamics Processing in metre (2 feet) apart, mounted left and right, and Recording another about 0.45 metre (1.5 feet) out in front, plus outriggers on the same plane as the left and When tracking performances, you have so many right mics to avoid phase issues. choices. For live sources, microphone selection and placement play a huge role; however, for The stands were also positioned to be on plane any source you are recording, one of the biggest with the conductor. The brilliant concept behind choices you have is whether you want to begin this approach was that the conductor was in to mould your sound with equalisation and the best position to hear a perfectly balanced dynamics processing at the recording stage. performancethe one they were controlling. There has always been a lot of discussion in When a mic array was placed in the same the audio engineering community on whether position, listeners would ultimately hear exactly to record with EQ and compressors or limiters what was intended by the conductor. or whether all processing should be left to the By the end of the Decca era, spot microphones mixing stage. had been added to further enhance the sound. You can use EQ and compression to shape and Decca Tree stands are available from capture the best qualities of the sounds you microphone stand manufacturers, or you can are recording, which will save you a lot of work use standard boom stands to simulate your own. when it comes to the mixing stage. The choice to impact a signal upon recording is a personal Multiplacements preference. Whether or not you should depends With the knowledge of all these different miking on your own approach and, more importantly, techniques at your fingertips, its natural to the needs of the song and the sound. consider how and when they might work Some engineers like to control and sculpt their together: close-miking a cabinet along with a signals; some leave them dry without any stereo A/B pair for a distant mic, for example, or treatment, simply ensuring they are adequately using a Decca Tree combined with spaced pairs. dynamic without clipping. The most sensible You can easily mix and match techniques as approach is to give a signal what it needsno long as you keep the phase relationship between more, no less. your different microphones in mind. Ultimately, Any processing you apply to a signal when these relationships will make or break the sound recording is going to be reflected in the in the mix. headphone mix. This is very important because There are no rules for mic placement, though it may not be the best thing for the performance. youll want to be sure your choices make things The use of compression is primarily of concern better and not simply more complicated. As you because it impacts the dynamics of the record and apply different techniques, your own content and may influence the dynamics of preferences for applying these classic miking the performance. In the extreme, consider techniques will emerge, and youll learn what how a guitar solo that is highly compressed works best for you given your studios strengths compares to one that is highly dynamic. The and weaknesses. dynamic performance will have many variations in feel, while the compressed version will feel consistent throughout. How a player hears their 207",600,3552
